title,company,location,category,salary_min,salary_max,salary_predicted,description,redirect_url
Lead DevOps Engineer,"Sunbird Software, Inc.","Raleigh, Wake County",IT Jobs,143992.67,143992.67,1,"Job Description Job Description Sunbird (www.sunbirddcim.com), an established leader in Data Center Infrastructure Management, is looking for a Lead Development Operations Engineer to provide their expertise in Kubernetes\OpenShift and Containerization as we scale out our solution. Our award-winning web-based solutions help our customers understand and manage energy consumption, environmental conditions, and assets in their facilities. Current Application Stack: Angular, Tomcat, Rails, ActiveMQ…",https://www.adzuna.com/land/ad/5409679932?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=2D4EF18F2337910EF668D57BC74DCE113D229903
Kubernetes DevOps Engineer,Lockheed Martin,"Hanover, Anne Arundel County",IT Jobs,162786.61,162786.61,1,"Job ID: 691300BR Date posted: Apr. 10, 2025 Description: This position may be eligible for a $25K sign on bonus for external hires! WHAT WE'RE DOING Lockheed Martin, Rotary Mission Systems Cyber & Intelligence invites you to step up to one of today's most daunting challenges: the use of advanced electronics to undermine our way of life. As a cyber security professional at Lockheed Martin, you'll protect the networks that our citizens and the world depend upon each minute: Financial assets. Heal…",https://www.adzuna.com/land/ad/5379558573?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=E824721CA0C53ED2EDB864F1E2911863EC32A3F1
Linux DevOps Engineer,Robert Half,"Tampa, Hillsborough County",IT Jobs,100000.0,140000.0,0,"Job Description Job Description Job Summary We are seeking a skilled Senior Linux DevOps Engineer to design, implement, and manage our Linux-based infrastructure and CI/CD pipelines. The ideal candidate will have deep expertise in Linux systems, automation, and cloud technologies, ensuring high availability, performance, and security of our environments. Key Responsibilities Design, deploy, and manage Linux-based infrastructure (e.g., Ubuntu, CentOS, RHEL) for on-premises and cloud environments…",https://www.adzuna.com/land/ad/5408275905?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=BAC9F3CCA632435F7392FD0F337DE0C25C66DCE0
Cloud Engineer (DevOps & Security),BLH Technologies,"Rockville, Montgomery County",IT Jobs,148520.86,148520.86,1,"Job Description Job Description BLH Technologies was founded in 2003 and is headquartered in Rockville, Maryland. BLH provides technology solutions for our Federal and commercial clients in the areas of Artificial Intelligence, Machine Learning, Systems Integrations, Network Infrastructure, Cloud Computing, Web Development and more. We are seeking candidates with education, specialized experience, and/or expertise as a Cloud Engineer (DevOps & Security). General Responsibilities: · Perform a wi…",https://www.adzuna.com/land/ad/5396044952?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=3B59F12F4293819294D3705C5AE7F31866EBD20C
DevOps and Developer Experience Lead,MGMA-ACMPE,"Englewood, Arapahoe County",Engineering Jobs,87346.8,87346.8,1,"Job Description Job Description Description: Living the vision of ""Advancing the business of healthcare today for a better tomorrow,"" Medical Group Management Association (MGMA) works to perpetuate success throughout the healthcare industry as the premier association for professionals who lead medical practices. Since 1926, through data, people, insights, and advocacy, MGMA empowers medical group practices to innovate and create meaningful change in healthcare. We believe the future is what you…",https://www.adzuna.com/land/ad/5408506899?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=53C4FDE265241C9DBF456840C7A1F651C1FCB15C
DevOps Assistant (Entry-Level),"45PRESS, Inc.","Canfield, Mahoning County",IT Jobs,46562.84,46562.84,1,"Job Description Job Description Company: 45Press — web development, hosting, and digital operations Location: Canfield, OH — In-office highly preferred. Hybrid within ~60 miles open for discussion (expect some in-office days each week). Type: Full-time or Part-time, entry level Reports to: VP, Digital Operations Why this role exists We’re a small, scrappy team that ships and runs modern websites and web apps. Our VP of Digital Operations needs a hands-on teammate to help with day-to-day ops, le…",https://www.adzuna.com/land/ad/5406980806?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=C6C55155CF5B8740B5E1D731AA9A24E714936C2B
Senior AWS DevOps Engineer,Sparks Group,"Reston, Fairfax County",IT Jobs,159176.5,159176.5,1,"Job Description Job Description Job Summary/Company : Our client is seeking a highly skilled Senior AWS Cloud Administrator to manage, configure, and optimize AWS environments supporting mission-critical workloads. This individual will play a key role in developing and implementing scalable, secure, and automated cloud solutions in line with best practices. Due to client requirements, only US Citizens can be considered for this role. Responsibilities : Administer, configure, and maintain AWS cl…",https://www.adzuna.com/land/ad/5390738162?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=F2C8FD9AC1C87773B71277AE9CAB9A81EF03F03D
Mid-Level DevOps Engineer,Robert Half,"Lakeland, Polk County",IT Jobs,100000.0,130000.0,0,"Job Description Job Description Quite possibly the most REWARDING DevOps Engineering role that the Tampa, FL and Orlando, FL market can possibly offer. No, it's TRUE. If you meet the requirements, apply and find out for yourself. Local candidates to the Tampa, FL and Orlando, FL Metro areas will be the only candidates considered due to our client's requirement of meeting in the Lakeland, FL office 3 to 5 times per month. MAJORITY REMOTE ROLE w/in the Lakeland, FL area. MUST HAVE Azure Kubernete…",https://www.adzuna.com/land/ad/5384373803?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=33B151324EBDF259E927B16E81F738B3C63C1B78
DevOps Low - Code Application Engineer,TerraGo,"Sterling, Loudoun County",IT Jobs,67578.56,67578.56,1,"Job Description Job Description TerraGo Tech, Inc. (TerraGo) is actively recruiting a DevOps Low-Code Application Engineer in our growing Smart City solutions group. TerraGo develops software applications and mobile apps that provide operational solutions in the area of data collection, asset/IoT management, and advanced analytics. To be successful in this position, you must be willing to work closely with both the DevOps team, the project manager, and the customer to design and deliver the bes…",https://www.adzuna.com/land/ad/5392479877?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=CA449476E25C134DEA97DA50CC27D1AE265C23D9
DevOps Low - Code Application Engineer,TerraGo,"Washington, Washington, D.C.",IT Jobs,67676.85,67676.85,1,"Job Description Job Description TerraGo Tech, Inc. (TerraGo) is actively recruiting a DevOps Low-Code Application Engineer in our growing Smart City solutions group. TerraGo develops software applications and mobile apps that provide operational solutions in the area of data collection, asset/IoT management, and advanced analytics. To be successful in this position, you must be willing to work closely with both the DevOps team, the project manager, and the customer to design and deliver the bes…",https://www.adzuna.com/land/ad/5389414977?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=7EA14ACD7CB8C34C58A4EB402C4FF5A074A885E8
Senior Devops Engineer,Jobs Xchange,"Cincinnati, Hamilton County",IT Jobs,98655.91,98655.91,1,"Job Description Job Description Senior Devops Engineer - Cincinatti, OH Hours per week: 40 Expected Start Date: Sep 28, 2025 Expected End Date: Feb 27, 2026 Schedule: Flexible hours Hourly: $70.00 Onsite Only Summary We are seeking a highly skilled Senior DevOps Engineer to design, build, and optimize CI/CD pipelines, infrastructure automation, and cloud-native deployments. This role is pivotal in enabling scalable, secure, and resilient application delivery, while collaborating closely with de…",https://www.adzuna.com/land/ad/5409669983?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=04CE861A0590C2AE21DB5D6F1E6EB42C12B56190
Release Manager - Security Clearance Required,Maximus,"Colorado Springs, El Paso County",IT Jobs,90619.6,90619.6,1,"General information Job Posting Title Release Manager Date Tuesday, August 12, 2025 City Colorado Springs State CO Country United States Working time Full-time Description & Requirements Maximus is seeking an experienced Release Manager to support a mission-critical federal program. The ideal candidate will bring deep technical expertise in software build and deployment, configuration control, and DevOps practices across multiple systems. This is an on-site position that requires a Secret clear…",https://www.adzuna.com/land/ad/5352842252?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=F177C84719905BE06F3A6494DC9514C470B50410
Release Manager,Maximus,"Colorado Springs, El Paso County",IT Jobs,95124.62,95124.62,1,"General information Job Posting Title Release Manager Date Tuesday, August 12, 2025 City Colorado Springs State CO Country United States Working time Full-time Description & Requirements Maximus is seeking an experienced Release Manager to support a mission-critical federal program. The ideal candidate will bring deep technical expertise in software build and deployment, configuration control, and DevOps practices across multiple systems. This is an on-site position that requires a Secret clear…",https://www.adzuna.com/land/ad/5352842291?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=1FBD6D3C6BF793E9B38596890D4D42A8CD03521F
Release Manager - Secret Clearance Required,Maximus,"Colorado Springs, El Paso County",IT Jobs,97335.96,97335.96,1,"General information Job Posting Title Release Manager Date Tuesday, August 12, 2025 City Colorado Springs State CO Country United States Working time Full-time Description & Requirements Maximus is seeking an experienced Release Manager to support a mission-critical federal program. The ideal candidate will bring deep technical expertise in software build and deployment, configuration control, and DevOps practices across multiple systems. This is an on-site position that requires a Secret clear…",https://www.adzuna.com/land/ad/5352842259?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=CBC5931DD1C51F5F61573F509BB16F2C81C32A98
Software Solutions Architect,BOEING,"Kinloch, Saint Louis County",IT Jobs,218513.77,218513.77,1,"Job Description At Boeing, we innovate and collaborate to make the world a better place. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. The Boeing Company is currently seeking a Software Solutions Architect to join the Air Dominance, Air Proprietary 1 team located in Berkeley, MO . This position will focus on supporting the Boeing Defense, Space & Security (BDS) …",https://www.adzuna.com/land/ad/5410483203?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=62B055E0416E3B162C354E4D1EFE3B4846EFB624
"DevOps (AWS, Ansible, Terraform, Docker) IV (Contractor)",Robert Half,"Reston, Fairfax County",IT Jobs,187200.0,197600.0,0,Job Description Job Description Description: We are looking for a DevOps Engineer to support cloud deployments. This role requires a self-starter who is adept at solving problems is a collaborative teammate and an effective communicator at all levels within an organization. Responsibilities: - Collaborate with Software Development teams Product Managers and Business Owners to ensure smooth deployment and operation of systems. - Build CI/CD pipeline configurations to orchestrate provisioning and…,https://www.adzuna.com/land/ad/5388142394?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=ECBFD989FE82F681519DB3C913CD6F38AC303DB5
Azure DevOps Engineer with C# Software Development Experience,Stable Industry Niche Software Company Serving a Very Recession Resistant Industry,"Hartford, Hartford County",IT Jobs,106636.06,106636.06,1,"Job Description Job Description Terrific Opportunity/Newly Created Role with a Stable-Expanding U.S. based Hardware-Software Systems Company. Bright and Collaborative Team, Lots of New and Interesting Projects, Unique Niche Industry. Desired Skills/Experience: Experience setting up (standing up) Azure Coding Infrastructure for a team of software engineers alongside experience setting up differently configured-customizations of Azure for different software engineering projects and phases of the …",https://www.adzuna.com/land/ad/5375206863?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=F06440F82DD0BDC8E1F435B30FD285B26A039015
Devops Engineer,D&H,"West End, Dauphin County",IT Jobs,107248.09,107248.09,1,"D&H is growing! Join 100 year old Employee-Owned technology distributor, offering end-to-end solutions for todays resellers, retailers, and the clients they serve across the SMB and Consumer markets. • We are empowered by our employee Co-Owners who provide the industry’s best service, and we promote a collaborative culture. • We offer an Employee Stock Ownership Plan, 401k, Paid Time Off, Medical, Prescription, Dental and Vision benefits as well as Gym Reimbursement, Work from Home Reimbursemen…",https://www.adzuna.com/land/ad/5410741914?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=314C77219A5C6C63C7C7ECE784411A3778A749C6
"Software Engineer Intern, DevOps",Sedaro,"Arlington, Arlington County",IT Jobs,84945.47,84945.47,1,"Job Description Job Description Salary: $35-40 / hour Overview Sedaro is hiring a Software Engineer Intern to contribute to our culture of operational excellence. In this role, you will own meaningful projects that enhance our Kubernetes-based multi-cloud platform, working alongside senior engineers to build foundational infrastructure that enables our entire engineering organization. Team: DevOps Enablement, reporting to the Director of Engineering Location: In person in Arlington, VA U.S. Cit…",https://www.adzuna.com/land/ad/5390850284?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=2D8CD0658C11769F479C312B436E1C2EC43A06C6
DevOps Architect,Kastle Systems,"Northlake, DeKalb County",IT Jobs,118016.0,118016.0,1,"The property technology space is growing rapidly, and Kastle Systems is leading the way. Kastle Systems is the leader in managed security, with a track record of introducing innovative technologies to serve over 460M square feet of real estate globally. Clients span the commercial and multifamily real estate, education, and construction industries and the customers they serve. Delivering a world class customer experience drives everything we do, and Kastle’s mission is to be our customers’ best…",https://www.adzuna.com/land/ad/5410741941?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=A9503159A8A012523F09CCD62CEDA3F4DFADC130
DevOps Engineer,Robert Half,"New Orleans, Orleans Parish",IT Jobs,70000.0,80000.0,0,"Job Description Job Description We are looking for a skilled DevOps Support Engineer to join our team in New Orleans, Louisiana. In this role, you will streamline software development and deployment processes while ensuring system reliability and scalability. This position offers an exciting opportunity to work with cutting-edge technologies and contribute to the optimization of cloud-based solutions. Responsibilities: • Address and resolve problem tickets and service desk requests in a timely …",https://www.adzuna.com/land/ad/5403025132?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=FD1FE547FB8528340848ADA5EA1E17336B7464C9
Senior DevOps Engineer,VAST Data,US,IT Jobs,105705.87,105705.87,1,"VAST Data is looking for a Senior Dev Ops/Developer to join our growing team! This is a great opportunity to be part of one of the fastest-growing infrastructure companies in history, an organization that is in the center of the hurricane being created by the revolution in artificial intelligence. ""VASTs data management vision is the future of the market.""- Forbes VAST Data is the data platform company for the AI era. We are building the enterprise software infrastructure to capture, catalog, r…",https://www.adzuna.com/land/ad/5375173799?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=085371AEA05E2CFA48AF66B9BB92FB50C3FA9CB7
"Senior AWS Technical Lead: AWS Infrastructure as Code and DevOps, NYC",Medical Tech Company Focused on Improving Healthcare Outcomes,"New York City, New York",IT Jobs,116094.84,116094.84,1,"Job Description Job Description Title: AWS DevOps Technical Leader Location: Hybrid (On-site in NYC) Type: Full-Time | On-Site Hybrid | Startup Environment About the hiring company : ""We’re a fast-growing startup on a mission to redefine [insert industry or product focus if known]. Our team is scaling rapidly, and we’re looking for a hands-on DevOps leader who’s ready, willing, and able to architect and own our infrastructure from the ground up. If you thrive in high-growth environments and lov…",https://www.adzuna.com/land/ad/5397711919?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=E60BBC63229F8C8F41F7E175864F5817A7E4F2B0
AWS DevOps Engineer,American Express,"Phoenix, Maricopa County",IT Jobs,209605.03,209605.03,1,"At American Express, our culture is built on a 175-year history of innovation, shared values and Leadership Behaviors, and an unwavering commitment to back our customers, communities, and colleagues. As part of Team Amex, youll experience this powerful backing with comprehensive support for your holistic well-being and many opportunities to learn new skills, develop as a leader, and grow your career. Here, your voice and ideas matter, your work makes an impact, and together, you will help us de…",https://www.adzuna.com/land/ad/5370204683?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=AFBD83973C91C902070EDC30556FD395E6A26D28
DevOps Engineer,Skills Alliance,"Austin, Lonoke County",IT Jobs,85542.26,85542.26,1,"Job Description Our client is a fast-growing innovator in the field of surgical robotics and advanced software solutions. They are developing next-generation robotic systems and intelligent tools designed to transform precision surgery and improve patient outcomes. This is an opportunity to contribute to a team working at the intersection of robotics, AI, and healthcare technology. Responsibilities: Design, develop, and deploy embedded system software for production environments. Implement CI/C…",https://www.adzuna.com/land/ad/5387537908?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=6ED7019ECB5F1F78CB947CA5FF4FA17845114775
DevOps Engineer - 23884,Enlighten,"San Antonio, Bexar County",IT Jobs,78847.91,78847.91,1,"Enlighten, honored as a Top Workplace from USA Today, is a leader in big data solution development and deployment, with expertise in cloud-based services, software and systems engineering, cyber capabilities, and data science. Enlighten provides continued innovation and proactivity in meeting our customers’ greatest challenges. Why Enlighten? At Enlighten, our team’s unwavering work ethic, top talent and celebration of innovative ideas have helped us thrive. We know that our employees are essen…",https://www.adzuna.com/land/ad/5404772856?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=DDA1AF952E965E176A5CB73EACDD387739BAA398
DevOps Engineer - 23859,Enlighten,"San Antonio, Bexar County",IT Jobs,76646.68,76646.68,1,"Enlighten, honored as a Top Workplace from USA Today, is a leader in big data solution development and deployment, with expertise in cloud-based services, software and systems engineering, cyber capabilities, and data science. Enlighten provides continued innovation and proactivity in meeting our customers’ greatest challenges. We recognize that the most effective environment for your projects doesn’t always look the same. Our hybrid work approach ensures that you can make lasting relationships…",https://www.adzuna.com/land/ad/5404779488?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=5F55C44271A37E2E5C341C12B287A35285232A9C
Lead ModelOps/DevOps Engineer,NICE,"Granite, Salt Lake County",IT Jobs,96774.12,96774.12,1,"At NiCE, we don’t limit our challenges. We challenge our limits. Always. We’re ambitious. We’re game changers. And we play to win. We set the highest standards and execute beyond them. And if you’re like us, we can offer you the ultimate career opportunity that will light a fire within you. NICE is seeking a Senior MLOps/DevOps Engineer to lead the deployment, automation, and lifecycle management of machine learning (ML) models in our multitenant CCaaS platform. This role will focus on managing…",https://www.adzuna.com/land/ad/5404911389?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=E9671BC16C1ADC054C7077F78DDC055A04CB8165
DevOps Engineer - Kubernetes & AWS,Kastle Systems,US,IT Jobs,143653.2,143653.2,1,"Our CheckVideo division is transforming video security with AI-enabled cameras. Thousands of customers depend on us every day for mission-critical security, delivered through our cloud infrastructure. We are looking for an experienced Senior DevOps Engineer to join our team in Falls Church, Virginia. In addition to a great work environment, we provide excellent benefits (Medical/Dental/Vision, 401K, Tuition/Training Assistance, BrightHorizons Lifestyle Assistance, Wellness Program, etc.). We ar…",https://www.adzuna.com/land/ad/5410742270?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=75B88784DC9402710145F80097787D0ED7809C9E
DevOps Engineer / Principal DevOps Engineer,Northrop Grumman,"Eldorado Springs, Boulder County",IT Jobs,148305.3,148305.3,1,"RELOCATION ASSISTANCE: No relocation assistance available CLEARANCE TYPE: Secret TRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bomb…",https://www.adzuna.com/land/ad/5396747038?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=AAB23E2B76545D3A726C8AB8818835C4E45A576A
DevOps Engineer,SAIC,"Washington, D.C., US",IT Jobs,165779.45,165779.45,1,"Description SAIC, a leading provider of systems engineering & integration, systems development & deployment, intelligence analysis and targeting, and training solutions for the Intelligence Community, is seeking creative and dedicated professionals to fulfill their career goals and objectives while delivering mission excellence on programs of national importance. SAIC is seeking DevOps Engineers to join the Machine-assisted Analytic Rapid-repository System (MARS) Advanced Development Operations…",https://www.adzuna.com/land/ad/5335246847?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=2527B1CF5063136381BD858EFCC164184B506252
DevOps Engineer,Insight Global,"Mount Laurel Township, Burlington County",IT Jobs,78368.59,78368.59,1,"Job Description Insight Global is seeking a DevOps Engineer for a full-time opportunity with a large banking client in the Mt. Laurel, NJ area. This person will join a team that focuses on DevOps modernization for over 700 applications across the bank. The team does assessments on the stack of applications, and builds DevOps solutions based on their findings. This Engineer will work with an existing code repository, but must be very comfortable working with code and ideally comes from a Softwar…",https://www.adzuna.com/land/ad/5365998337?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=9F7120D3F17E9B65E54B112AE51007331035FDEE
DevOps Architect,Waystar,"Strathmoor Manor, Jefferson County",IT Jobs,117417.64,117417.64,1,"ABOUT THIS POSITION As a DevOps Architect, you will be responsible for setting the strategic direction of our DevOps practices, leading complex infrastructure projects, and driving innovation across our technology stack. You will work closely with leadership and other key stakeholders to align DevOps strategies with overall business goals. This role requires exceptional technical expertise, visionary thinking, and the ability to influence and lead at the highest levels. WHAT YOU'LL DO  Strategi…",https://www.adzuna.com/land/ad/5402227296?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=BC736B13AE40BB0BAA05916776C9E6158B1E40D2
DevOps Engineer,Fiserv,"Alpharetta, Fulton County",IT Jobs,113503.32,113503.32,1,"Calling all innovators - find your future at Fiserv. We're Fiserv, a global leader in Fintech and payments, and we move money and information in a way that moves the world. We connect financial institutions, corporations, merchants, and consumers to one another millions of times a day - quickly, reliably, and securely. Any time you swipe your credit card, pay through a mobile app, or withdraw money from the bank, we're involved. If you want to make an impact on a global scale, come make a diffe…",https://www.adzuna.com/land/ad/5385668983?se=yDyirT2Z8BGtF-Yn1mIJCg&utm_medium=api&utm_source=a6e23083&v=81F9CFBA90CE8E7EF9D881313BE7FFFE16BE7B3A
